id_school,university_name,world_rank,national_rank,alumni,award,hici,ns,year
151,Delft University of Technology,201-300,09-oct,11.8,0,8.6,18.3,2014
85,Durham University,201-300,21-29,0,0,19.6,15.5,2014
973,Ecole Normale Superieure - Lyon,201-300,sep-14,0,20,3.6,11.7,2014
487,Florida State University,201-300,78-104,0,0,14.6,16,2014
362,Harbin Institute of Technology,201-300,07-dic,0,0,10,2.9,2014
586,Huazhong University of Science and Technology,201-300,07-dic,0,0,0,7.7,2014
938,Karlsruhe Institute of Technology (KIT),201-300,14-22,0,0,12,15.1,2014
366,Kobe University,201-300,09-oct,14.9,0,5.1,14.7,2014
897,Korea Advanced Institute of Science and Technology,201-300,02-may,0,0,8.3,16.8,2014
252,Korea University,201-300,02-may,0,0,8.7,10.2,2014
413,Laval University,201-300,ago-16,0,0,15,9.3,2014
875,Louisiana State University - Baton Rouge,201-300,78-104,0,0,13.6,12.6,2014
225,Maastricht University,201-300,09-oct,0,0,10.7,6.6,2014
253,Macquarie University,201-300,9,0,0,18.1,13,2014
424,Medical University of Vienna,201-300,02-mar,9.1,9.4,8.6,9.7,2014
120,Nanjing University,201-300,07-dic,0,0,0.7,6.9,2014
435,National Autonomous University of Mexico,201-300,1,12.9,0,3.3,10.4,2014
426,National Cheng Kung University,201-300,02-mar,0,0,10.1,2.7,2014
107,National Tsing Hua University,201-300,02-mar,12.9,0,5.1,12.6,2014
153,Newcastle University,201-300,21-29,0,0,12.2,16,2014
231,Northeastern University,201-300,78-104,0,0,15.9,18.1,2014
1169,Norwegian University of Science and Technology - NTNU,201-300,02-mar,13.9,0,10.1,13.4,2014
898,Paul Sabatier University (Toulouse 3),201-300,sep-14,0,0,12.3,20.6,2014
899,Polytechnic Institute of Milan,201-300,07-ago,7.4,14.9,5,8.4,2014
1170,"Queen Mary, University of London",201-300,21-29,18.2,0,18.1,11.6,2014
901,Queen's University,201-300,ago-16,0,0,13.1,11.8,2014
104,Rensselaer Polytechnic Institute,201-300,78-104,12.9,0,13.9,12.2,2014
902,Royal Institute of Technology,201-300,06-ago,0,14.9,3.6,9.9,2014
182,RWTH Aachen University,201-300,14-22,0,0,15.1,8.1,2014
199,Simon Fraser University,201-300,ago-16,0,0,12.2,12.9,2014
903,State University of New York at Buffalo,201-300,78-104,0,0,13.1,8.1,2014
78,Stony Brook University,201-300,78-104,0,0,14.8,18.9,2014
171,Sun Yat-sen University,201-300,07-dic,0,0,8.7,8.8,2014
948,Sungkyunkwan University,201-300,02-may,0,0,0,12.2,2014
200,Swedish University of Agricultural Sciences,201-300,06-ago,0,0,13.3,13.3,2014
904,The George Washington University,201-300,78-104,11.8,0,6.3,11.1,2014
906,The Hong Kong University of Science and Technology,201-300,03-abr,0,0,17.4,8.1,2014
880,The University of Alabama at Birmingham,201-300,78-104,0,0,18.1,13.6,2014
908,The University of Auckland,201-300,01-feb,13.9,0,10.1,13.5,2014
950,The University of Dundee,201-300,21-29,0,0,16.8,16,2014
911,The University of New Mexico - Albuquerque,201-300,78-104,0,0,14.9,16.8,2014
883,The University of Texas Health Science Center at Houston,201-300,78-104,0,15.4,13.9,9.7,2014
273,TU Dresden,201-300,14-22,0,0,10.7,16,2014
914,Umea University,201-300,06-ago,0,0,12.2,11.3,2014
94,University College Dublin,201-300,2,0,0,10.7,12.3,2014
150,University of Aberdeen,201-300,21-29,0,13.3,12.2,12.6,2014
135,University of Bergen,201-300,02-mar,0,0,10.7,14.6,2014
915,University of Bochum,201-300,14-22,0,0,13.3,9.9,2014
494,University of Bordeaux,201-300,sep-14,0,0,14.3,16.6,2014
108,University of Cape Town,201-300,01-feb,19,0,12.2,10,2014
191,University of Cincinnati,201-300,78-104,0,0,22.6,9.3,2014
409,University of Erlangen-Nuremberg,201-300,14-22,0,0,15.9,14.6,2014
184,University of Exeter,201-300,21-29,0,0,17.8,18.8,2014
457,University of Florence,201-300,07-ago,0,0,16.8,10.5,2014
298,University of Guelph,201-300,ago-16,0,0,17.5,9.7,2014
334,University of Houston,201-300,78-104,0,0,17.3,11.4,2014
188,University of Innsbruck,201-300,02-mar,0,9.4,14.8,17.1,2014
300,University of Kansas,201-300,78-104,11.8,0,11.3,13.3,2014
301,University of Kentucky,201-300,78-104,10.5,0,3.6,12.5,2014
226,University of Leicester,201-300,21-29,0,0,14.6,18.8,2014
920,University of Leipzig,201-300,14-22,11.8,13.3,5,9.6,2014
921,University of Liege,201-300,5,7.4,0,10.1,14.6,2014
478,University of Lisbon,201-300,1,0,8.1,5,10.8,2014
922,University of Lorraine,201-300,sep-14,11.8,16.3,0,7.9,2014
889,University of Mainz,201-300,14-22,0,7.7,8.9,16.8,2014
924,University of Marburg,201-300,14-22,10.5,0,14.3,12.1,2014
890,"University of Maryland, Baltimore",201-300,78-104,0,0,19.1,15.6,2014
926,University of Missouri - Columbia,201-300,78-104,9.1,0,3.6,15.2,2014
927,University of Montpellier 2,201-300,sep-14,10.5,0,6.3,15,2014
891,University of Nebraska - Lincoln,201-300,78-104,17.5,0,16.8,12.5,2014
63,University of Notre Dame,201-300,78-104,12.9,0,17.5,13,2014
417,University of Oregon,201-300,78-104,9.1,0,10.1,17,2014
241,University of Otago,201-300,01-feb,0,0,12.2,11.3,2014
222,University of Ottawa,201-300,ago-16,0,0,8.6,13.4,2014
929,University of South Carolina - Columbia,201-300,78-104,0,0,16.8,6.9,2014
343,University of South Florida,201-300,78-104,0,0,16.3,9.7,2014
103,University of St Andrews,201-300,21-29,10.5,0,3.8,17.7,2014
474,University of Stuttgart,201-300,14-22,19,0,10.1,11.7,2014
893,University of Tennessee - Knoxville,201-300,78-104,10.5,0,15.9,13.1,2014
279,University of the Witwatersrand,201-300,01-feb,19,0,7.1,16.3,2014
280,University of Tsukuba,201-300,09-oct,0,19.6,5.8,10.9,2014
348,University of Valencia,201-300,02-abr,0,0,8.6,9.4,2014
131,University of Victoria,201-300,ago-16,0,0,17.2,8.2,2014
244,University of Waterloo,201-300,ago-16,0,0,14.6,12.6,2014
82,University of York,201-300,21-29,0,0,13.9,16.2,2014
283,Virginia Polytechnic Institute and State University,201-300,78-104,11.8,0,11.4,8.4,2014
353,Washington State University,201-300,78-104,0,0,17.3,10,2014
1171,Western University (The University of Western Ontario),201-300,ago-16,0,0,5.1,15,2014
1010,Xian Jiao Tong University,201-300,07-dic,0,0,8.7,8.1,2014
70,Yeshiva University,201-300,78-104,0,0,6.3,21.8,2014
192,Yonsei University,201-300,02-may,0,0,8.6,6.6,2014
1172,Beihang University,301-400,13-25,0,0,8.6,4.1,2014
207,Brandeis University,301-400,105-125,19.7,0,3.6,20.3,2014
932,Brigham Young University,301-400,105-125,9.1,0,12.2,6.7,2014
1173,Central South University,301-400,13-25,0,0,7.1,1.5,2014
248,Chalmers University of Technology,301-400,09-oct,0,0,8.9,11.1,2014
670,Chiba University,301-400,nov-14,0,0,8.7,10.1,2014
577,China Agricultural University,301-400,13-25,0,0,0,13.1,2014
933,City University of New York City College,301-400,105-125,29.3,0,5.1,8.4,2014
527,Complutense University of Madrid,301-400,05-ago,19.7,0,0,5.5,2014
357,Curtin University,301-400,oct-18,0,0,7.1,12.1,2014
681,Dalian University of Technology,301-400,13-25,0,0,5,4.6,2014
190,Drexel University,301-400,105-125,0,0,12.3,8.8,2014
934,Ecole Polytechnique,301-400,15-17,17.5,0,5.1,9.7,2014
114,Eindhoven University of Technology,301-400,11-dic,0,0,12.3,8.4,2014
935,Eotvos Lorand University,301-400,1,13.9,0,10.1,8.6,2014
1174,ESPCI ParisTech,301-400,15-17,7.4,18.8,0,9.5,2014
691,Federal University of Minas Gerais,301-400,02-may,0,0,3.6,4.9,2014
583,Federal University of Rio de Janeiro,301-400,02-may,0,0,0,8.1,2014
359,Flinders University,301-400,oct-18,15.8,0,5.1,4.1,2014
164,Georgetown University,301-400,105-125,0,0,11.1,9.1,2014
361,Griffith University,301-400,oct-18,0,0,3.6,7.6,2014
975,Hannover Medical School,301-400,23-30,0,0,8.7,7.5,2014
452,Hanyang University,301-400,06-ago,0,0,0,6.7,2014
364,Hiroshima University,301-400,nov-14,0,0,4.8,13.6,2014
467,Indian Institute of Science,301-400,1,0,0,7.2,2.9,2014
936,Indiana University-Purdue University at Indianapolis,301-400,105-125,0,0,7.1,11.9,2014
316,Jagiellonian University,301-400,01-feb,10.5,0,3.6,6.8,2014
495,James Cook University,301-400,oct-18,0,0,10.1,15.7,2014
713,Jilin University,301-400,13-25,0,0,0,9.9,2014
318,Keio University,301-400,nov-14,0,0,5.1,13,2014
367,Kyung Hee University,301-400,06-ago,0,0,5,3.1,2014
125,Lancaster University,301-400,30-33,0,0,13.9,7.5,2014
976,Lanzhou University,301-400,13-25,0,0,7.1,2.2,2014
977,Linkoping University,301-400,09-oct,0,0,10.7,9.5,2014
1175,London School of Hygiene & Tropical Medicine,301-400,30-33,7.4,0,7.1,5.8,2014
981,Nankai University,301-400,13-25,0,0,5,6.8,2014
542,National and Kapodistrian University of Athens,301-400,1,0,0,10.6,3.8,2014
181,National Chiao Tung University,301-400,4,0,0,8.6,9.3,2014
28,Pohang University of Science and Technology,301-400,06-ago,0,0,7.1,11.1,2014
384,Polytechnic University of Valencia,301-400,05-ago,0,0,10.4,12.2,2014
941,Queen's University Belfast,301-400,30-33,18.2,0,0,10.9,2014
386,Saint Petersburg State University,301-400,2,27.3,0,0,6.1,2014
456,San Diego State University,301-400,105-125,0,0,14.3,11.5,2014
943,Scuola Normale Superiore - Pisa,301-400,09-dic,0,0,7.2,7.1,2014
944,Shandong University,301-400,13-25,0,0,0,3.6,2014
776,Sichuan University,301-400,13-25,0,0,0,3.1,2014
622,South China University of Technology,301-400,13-25,0,0,7.1,5.7,2014
985,Southeast University,301-400,13-25,0,0,8.7,7.5,2014
1176,SUNY at Albany,301-400,105-125,0,0,13.1,7.2,2014
388,Swinburne University of Technology,301-400,oct-18,0,0,11.3,13.1,2014
463,Technical University of Berlin,301-400,23-30,16.6,0,7.8,6.6,2014
438,Temple University,301-400,105-125,0,0,13.3,7.1,2014
905,The Hong Kong Polytechnic University,301-400,5,0,0,11.3,3.8,2014
951,The University of Montana - Missoula,301-400,105-125,5.3,0,15.9,15,2014
912,The University of Reading,301-400,30-33,0,0,14.3,10.8,2014
952,The University of Texas at Dallas,301-400,105-125,0,0,10.1,11.5,2014
913,The University of Texas Health Science Center at San Antonio,301-400,105-125,0,0,20.1,9.5,2014
954,Thomas Jefferson University,301-400,105-125,0,0,8.9,8.8,2014
955,Tokyo Medical and Dental University,301-400,nov-14,0,0,8.6,11.4,2014
628,Tongji University,301-400,13-25,0,0,0,7.9,2014
233,Tulane University,301-400,105-125,0,0,12.2,8.4,2014
1177,UNESP,301-400,02-may,0,0,0,7.9,2014
296,University of Antwerp,301-400,06-jul,0,0,5.1,11,2014
652,University of Belgrade,301-400,1,0,0,0,2.2,2014
1178,University of Campinas,301-400,02-may,0,0,3.6,4.6,2014
916,University of Central Florida,301-400,105-125,0,0,13.6,10.8,2014
917,University of Colorado at Denver,301-400,105-125,0,0,15.9,8.3,2014
416,University of Connecticut,301-400,105-125,11.8,0,8,7.8,2014
918,University of Duesseldorf,301-400,23-30,11.8,0,6.1,11,2014
439,University of Duisburg-Essen,301-400,23-30,0,0,8.6,9.5,2014
993,University of Giessen,301-400,23-30,0,0,12.3,10.1,2014
584,University of Granada,301-400,05-ago,0,0,7.1,9.4,2014
960,University of Halle-Wittenberg,301-400,23-30,0,6.7,3.6,11.3,2014
186,University of Konstanz,301-400,23-30,0,0,12.1,12.5,2014
996,University of Malaya,301-400,1,0,0,5,3.4,2014
337,University of Manitoba,301-400,17-18,0,0,8.1,8.8,2014
997,University of Milan - Bicocca,301-400,09-dic,0,0,5,6.9,2014
505,University of Naples Federico II,301-400,09-dic,0,0,8.6,5.1,2014
303,University of Newcastle,301-400,oct-18,0,0,11.1,7.1,2014
514,University of Oulu,301-400,02-mar,11.8,0,8.6,8.2,2014
928,University of Paris Dauphine (Paris 9),301-400,15-17,15.8,26.6,3.6,0,2014
1000,University of Pompeu Fabra,301-400,05-ago,0,0,5,17.2,2014
342,University of Porto,301-400,2,0,0,0,9.4,2014
965,University of Rhode Island,301-400,105-125,0,0,15.2,9.3,2014
966,University of Roma - Tor Vergata,301-400,09-dic,0,0,0,10.7,2014
554,University of Saskatchewan,301-400,17-18,9.1,0,7.9,7.7,2014
277,University of Southern Denmark,301-400,4,0,0,7.2,11.7,2014
347,University of Tasmania,301-400,oct-18,0,0,10.1,15.6,2014
1004,"University of Technology, Sydney",301-400,oct-18,0,0,14.3,4.1,2014
792,University of Tehran,301-400,1,12.9,0,10,0,2014
399,University of Turku,301-400,02-mar,0,0,6.3,8.4,2014
185,University of Twente,301-400,11-dic,0,0,5.1,10.4,2014
967,University of Ulm,301-400,23-30,0,0,12.3,12.5,2014
432,University of Vermont,301-400,105-125,13.9,0,12.2,9,2014
350,University of Warsaw,301-400,01-feb,15.8,0,0,8.6,2014
281,University of Wollongong,301-400,oct-18,0,0,12.2,7.5,2014
1009,Vrije University Brussel,301-400,06-jul,13.9,0,5,9.6,2014
92,Wake Forest University,301-400,105-125,0,0,14.9,7.5,2014
284,Wayne State University,301-400,105-125,0,0,3.6,10.1,2014
563,Xiamen University,301-400,13-25,0,0,5.5,8.8,2014
307,Aalborg University,401-500,5,0,0,12.2,3.4,2014
308,Aalto University,401-500,04-may,0,0,0,9.6,2014
645,Aristotle University of Thessaloniki,401-500,2,0,0,4.9,2.2,2014
355,Auburn University,401-500,126-146,0,0,8.6,6,2014
309,Bar-Ilan University,401-500,05-jun,0,0,7.2,7.4,2014
570,Ben-Gurion University of the Negev,401-500,05-jun,0,0,3.6,7.2,2014
173,Bielefeld University,401-500,31-39,0,0,11.8,7.1,2014
162,Boston College,401-500,126-146,0,0,8.6,12.9,2014
1179,Brunel University,401-500,34-38,0,0,12.2,3.8,2014
659,Cairo University,401-500,1,19.7,0,0,3.8,2014
1180,Capital University of Medical Sciences,401-500,26-32,0,0,0,0,2014
247,Carleton University,401-500,19-21,0,0,12.2,5.3,2014
970,Catholic University of Chile,401-500,01-feb,0,0,3.6,8.6,2014
1181,Catholic University of Korea,401-500,09-oct,0,0,0,1.5,2014
525,Catholic University of the Sacred Heart,401-500,13-21,0,0,3.6,7.5,2014
666,Chang Gung University,401-500,05-jul,0,0,3.6,3.3,2014
356,Clemson University,401-500,126-146,0,0,6.3,8.7,2014
358,Deakin University,401-500,19,0,0,0,8.4,2014
530,East China University of Science and Technology,401-500,26-32,0,0,5,4.9,2014
475,Ewha Womans University,401-500,09-oct,0,0,5,9,2014
693,Federal University of Rio Grande do Sul,401-500,6,0,0,0,4.7,2014
712,Istanbul University,401-500,1,13.9,0,0,3.3,2014
589,Kanazawa University,401-500,15-19,0,0,5.1,10.5,2014
365,Kansas State University,401-500,126-146,0,0,7.1,11.2,2014
196,Kent State University,401-500,126-146,0,0,5.1,13,2014
1182,King Abdullah University of Science and Technology,401-500,03-abr,0,0,16.8,9.6,2014
939,King Fahd University of Petroleum & Minerals,401-500,03-abr,0,0,17.9,4.9,2014
979,Medical University of Graz,401-500,04-jun,0,9.4,3.6,4.4,2014
212,Medical University of South Carolina,401-500,126-146,0,0,7.2,6,2014
414,MINES ParisTech,401-500,18-21,13.9,24.9,0,3.8,2014
1183,Nanjing Medical University,401-500,26-32,0,0,0,4.1,2014
163,National Sun Yat-Sen University,401-500,05-jul,0,0,12.3,2.4,2014
983,National Yang Ming University,401-500,05-jul,0,0,0,4.2,2014
750,Okayama University,401-500,15-19,0,0,3.6,10.6,2014
604,Oklahoma State University,401-500,126-146,0,0,8.6,4.9,2014
605,Osaka City University,401-500,15-19,15.8,0,3.6,6.5,2014
1184,Peking Union Medical College,401-500,26-32,0,0,0,9.9,2014
382,Polytechnic University of Catalonia,401-500,09-dic,0,0,5,8.3,2014
492,Rush University,401-500,126-146,0,0,10.7,6.6,2014
497,Saint Louis University,401-500,126-146,0,11.5,5.1,4.6,2014
621,Soochow University,401-500,26-32,0,0,0,4.2,2014
946,State University of New York Health Science Center at Brooklyn,401-500,126-146,0,15.4,5.1,7.1,2014
271,Stellenbosch University,401-500,03-abr,0,0,5,5.8,2014
947,Stockholm School of Economics,401-500,11,0,16.3,0,,2014
461,Syracuse University,401-500,126-146,0,0,8.1,8.1,2014
949,Technical University Darmstadt,401-500,31-39,14.9,0,3.6,7.9,2014
986,Technical University of Braunschweig,401-500,31-39,12.9,0,3.6,9.3,2014
547,The Open University,401-500,34-38,0,0,6.3,12.9,2014
953,The University of Texas Medical Branch at Galveston,401-500,126-146,0,0,13.9,5,2014
626,Tianjin University,401-500,26-32,0,0,0,1.5,2014
272,Tilburg University,401-500,13,0,0,0,,2014
798,Tokyo University of Science,401-500,15-19,0,0,7.1,8.4,2014
328,University College Cork,401-500,3,0,0,13.1,7.7,2014
956,University of Alaska - Fairbanks,401-500,126-146,0,0,12.2,11.4,2014
990,University of Arkansas at Fayetteville,401-500,126-146,0,0,12.2,6.2,2014
1185,University of Arkansas at Little Rock,401-500,126-146,0,0,10.7,2.2,2014
1186,University of Auvergne,401-500,18-21,0,0,7.1,10.9,2014
274,University of Bath,401-500,34-38,0,0,5.1,11.9,2014
992,University of Bayreuth,401-500,31-39,0,0,8.6,14.9,2014
465,University of Bremen,401-500,31-39,0,0,0,13.1,2014
524,University of Cagliari,401-500,13-21,0,0,10.1,3.9,2014
330,University of Canterbury,401-500,03-abr,0,0,3.6,9.2,2014
576,University of Chile,401-500,01-feb,7.4,0,0,10.1,2014
391,University of Coimbra,401-500,3,0,0,0,8.2,2014
331,University of Eastern Finland,401-500,04-may,0,0,12.3,5.3,2014
237,University of Essex,401-500,34-38,19.7,0,8.6,1.5,2014
332,University of Ferrara,401-500,13-21,0,0,10.1,6.9,2014
959,University of Genova,401-500,13-21,0,0,7.2,3.1,2014
275,University of Graz,401-500,04-jun,7.4,9.4,0,6.3,2014
994,University of Hannover,401-500,31-39,0,0,8.6,10.5,2014
961,University of Jena,401-500,31-39,0,0,0,8.4,2014
441,University of KwaZulu-Natal,401-500,03-abr,0,0,3.6,9,2014
729,University of Ljubljana,401-500,1,0,0,0,5.2,2014
338,"University of Maryland, Baltimore County",401-500,126-146,0,0,17.4,7.1,2014
962,University of New Hampshire - Durham,401-500,126-146,0,0,14.3,10.6,2014
546,University of Nice Sophia Antipolis,401-500,18-21,0,0,3.6,14.9,2014
963,University of Oklahoma - Norman,401-500,126-146,0,0,5.1,10.9,2014
549,University of Palermo,401-500,13-21,0,0,6.3,6.2,2014
550,University of Parma,401-500,13-21,0,0,13.6,5,2014
430,University of Pavia,401-500,13-21,0,0,5,6.9,2014
999,University of Perugia,401-500,13-21,0,0,3.6,9.2,2014
1001,University of Quebec,401-500,19-21,0,0,0,9.4,2014
964,University of Regensburg,401-500,31-39,0,0,3.6,13.9,2014
615,University of Rennes 1,401-500,18-21,0,0,3.6,9.2,2014
1187,University of Rostock,401-500,31-39,0,0,8.6,8,2014
1002,University of Santiago Compostela,401-500,09-dic,0,0,7.1,6.2,2014
1188,"University of Science, Malaysia",401-500,2,0,0,5,3.8,2014
345,University of Surrey,401-500,34-38,0,0,8.6,5.1,2014
788,University of Szeged,401-500,2,0,13.3,3.6,5.7,2014
1189,University of Tennessee Health Science Center,401-500,126-146,0,0,12.3,8.4,2014
568,University of the Basque Country,401-500,09-dic,0,0,3.6,6.9,2014
263,University of Trieste,401-500,13-21,0,0,5,11.5,2014
400,University of Wyoming,401-500,126-146,0,0,3.6,15.5,2014
401,University of Zaragoza,401-500,09-dic,0,0,7.6,3.8,2014
1190,Utah State University,401-500,126-146,13.9,0,3.6,10.5,2014
282,Victoria University of Wellington,401-500,03-abr,11.8,0,0,8.4,2014
351,Vienna University of Technology,401-500,04-jun,0,0,0,10.3,2014
402,Waseda University,401-500,15-19,0,0,6.1,7.7,2014
403,Wuhan University,401-500,26-32,0,0,0,2.7,2014
306,York University,401-500,19-21,0,0,0,10.1,2014
1,Harvard University,1,1,100,100,100,100,2015
4,Stanford University,2,2,40.7,89.6,80.1,70.1,2015
819,Massachusetts Institute of Technology (MIT),3,3,68.2,80.7,60.6,73.1,2015
8,"University of California, Berkeley",4,4,65.1,79.4,66.1,65.6,2015
6,University of Cambridge,5,1,77.1,96.6,50.8,55.6,2015
5,Princeton University,6,5,53.3,93.4,57.1,43,2015
2,California Institute of Technology,7,6,49.5,66.7,49.3,56.4,2015
18,Columbia University,8,7,63.5,65.9,52.1,51.9,2015
12,University of Chicago,9,8,59.8,86.3,49,42.9,2015
7,University of Oxford,10,2,49.7,54.9,52.3,51.9,2015
10,Yale University,11,9,47.6,50.4,51,58.8,2015
11,"University of California, Los Angeles",12,10,29.5,47.1,52.3,47.2,2015
14,Cornell University,13,11,42,49.8,50.4,45.3,2015
32,"University of California, San Diego",14,12,19.2,35.5,56.6,55.1,2015
23,University of Washington,15,13,21.2,31.6,53,51.7,2015
13,Johns Hopkins University,16,14,37.7,33.6,44,44.9,2015
19,University of Pennsylvania,17,15,31.6,33.8,49.6,39.6,2015
22,University College London,18,3,28.1,36.2,38.5,40.6,2015
820,"University of California, San Francisco",18,16,0,39.9,46.8,53.5,2015
825,Swiss Federal Institute of Technology Zurich,20,1,29.5,35.5,38.4,45.9,2015
823,The University of Tokyo,21,1,30.8,14.1,41.9,48.6,2015
1161,University of Michigan-Ann Arbor,22,17,34.4,0,56.2,41.3,2015
826,"The Imperial College of Science, Technology and Medicine",23,4,14.5,35.8,44.2,34.5,2015
822,University of Wisconsin - Madison,24,18,30.8,34.8,40.2,35.7,2015
17,University of Toronto,25,1,19.9,17.2,38.8,38.6,2015
57,Kyoto University,26,2,31.6,37.2,33.6,32.6,2015
60,New York University,27,19,28.1,31.9,35.2,40.3,2015
25,Northwestern University,27,19,15.4,22.1,50.3,37,2015
33,University of Illinois at Urbana-Champaign,29,21,29.9,36.2,34.9,32.4,2015
827,"University of Minnesota, Twin Cities",30,22,29.5,16.3,47.3,32.5,2015
24,Duke University,31,23,15.4,14.9,50.2,39,2015
828,Washington University in St. Louis,32,24,22.9,24.9,40.7,41.8,2015
830,Rockefeller University,33,25,17,59.8,30.3,40.9,2015
829,University of Colorado at Boulder,34,26,12.6,34.1,37.1,36,2015
177,University of Copenhagen,35,1,21.8,18.8,28,34,2015
834,Pierre and Marie  Curie University - Paris 6,36,1,33.6,27.4,25.8,29.8,2015
831,The University of Texas at Austin,37,27,16.2,16.3,38.6,37.5,2015
29,"University of California, Santa Barbara",38,28,14.5,39.1,38.7,27.5,2015
31,University of North Carolina at Chapel Hill,39,29,8.9,16.3,39.8,33.5,2015
30,University of British Columbia,40,2,15.4,18.8,32.8,32,2015
832,The University of Manchester,41,5,18.5,32.6,27.1,26.1,2015
1192,University of Paris-Sud (Paris 11),41,2,30.3,54.3,16.8,17.4,2015
98,"University of Maryland, College Park",43,30,19.2,20,33,31.6,2015
1162,The University of Melbourne,44,1,17,13.3,28.6,25.3,2015
837,The University of Texas Southwestern Medical Center at Dallas,44,31,18.5,34.5,31.1,35.6,2015
83,Heidelberg University,46,1,19.9,25.3,23.7,29.4,2015
838,The University of Edinburgh,47,6,20.5,24.9,25.8,30.5,2015
44,Karolinska Institute,48,1,22.4,26.6,24.8,23.5,2015
74,University of Southern California,49,32,0,31.7,35.6,22.1,2015
49,"University of California, Irvine",50,33,0,29.3,34.3,28.9,2015
836,Technical University Munich,51,2,34.8,21.6,22.3,23.2,2015
839,University of Munich,52,3,25.6,19.1,20.3,28.9,2015
51,Vanderbilt University,53,34,15.4,29,28.4,21.8,2015
91,University of Zurich,54,2,5.1,24,27.1,29,2015
845,King's College London,55,7,21.2,21,29.5,18.2,2015
143,Utrecht University,56,1,22.9,20,29.1,25.4,2015
54,"University of California, Davis",57,35,0,0,41,33,2015
118,University of Geneva,58,3,27.1,28.2,21.4,27.6,2015
221,University of Oslo,58,1,28.1,32.6,15.9,18.2,2015
835,Pennsylvania State University - University Park,60,36,10.3,0,41.6,31.6,2015
20,Carnegie Mellon University,61,37,31.6,31.6,28.6,15.2,2015
842,Purdue University - West Lafayette,61,37,13.6,23.1,27.7,25.1,2015
148,Uppsala University,61,2,17.8,27.4,18.4,24.6,2015
35,McGill University,64,3,32.8,0,22.8,27.3,2015
841,"Rutgers, The State University of New Jersey - New Brunswick",64,39,10.3,18.8,34.5,24.8,2015
68,University of Bristol,66,8,7.3,16.3,25.7,32.4,2015
840,The Hebrew University of Jerusalem,67,1,32,28.2,19.6,21.5,2015
844,The Ohio State University - Columbus,67,40,12.6,0,38.3,22.8,2015
102,University of Helsinki,67,1,12.6,16.3,25.2,22.4,2015
1194,"University of Pittsburgh, Pittsburgh Campus",70,41,18.5,0,39.8,19.2,2015
124,Ghent University,71,1,5.1,13.3,26.9,18.3,2015
846,Ecole Normale Superieure - Paris,72,3,48.9,28,6.2,19.5,2015
167,Aarhus University,73,2,11.5,22.1,12.3,25.8,2015
59,Boston University,73,42,11.5,11.5,29.1,26.3,2015
55,Brown University,75,43,14.5,13.3,26.2,25.1,2015
170,University of Groningen,75,2,0,18.8,23,21,2015
230,Nagoya University,77,3,29,25.3,16.8,17.7,2015
129,Stockholm University,77,3,24.1,27.4,18.1,19.4,2015
860,Technion-Israel Institute of Technology,77,2,23.5,37.6,15.2,18.3,2015
847,The Australian National University,77,2,13.6,19.2,24.8,20.1,2015
81,The University of Queensland,77,2,12.6,0,22,24,2015
126,Leiden University,82,3,17.8,9.4,25.7,22,2015
206,University of Florida,83,44,17,0,30.9,21,2015
47,Rice University,84,45,16.2,21.7,28.1,22.8,2015
130,Osaka University,85,4,8.9,0,31.6,26.7,2015
848,Moscow State University,86,1,41.4,33,0,7.7,2015
862,The University of Western Australia,87,4,13.6,14.1,24.1,14.5,2015
97,University of Basel,87,4,19.2,16.3,17.4,21.4,2015
243,University of Strasbourg,87,4,25.1,28.8,15.9,19,2015
119,KU Leuven,90,2,0,0,30.1,18.6,2015
96,University of Arizona,90,46,14.5,0,27.2,27.5,2015
210,University of Warwick,92,9,0,29.8,23.7,14,2015
161,Arizona State University,93,47,0,20,22.2,25.5,2015
69,"University of California, Santa Cruz",93,47,0,0,37.9,33.9,2015
84,University of Utah,93,47,0,11.5,26.5,25.5,2015
93,McMaster University,96,4,12.6,18.8,23.2,15.1,2015
180,University of Bonn,97,4,15.4,19.8,17.4,21.1,2015
139,VU University Amsterdam,98,4,0,0,27.8,18,2015
122,Michigan State University,99,50,8.9,0,30.7,21.8,2015
213,Texas A&M University,100,51,0,0,34.3,22.7,2015
1048,Aix Marseille University,101-150,05-jun,13.6,0,15.2,20.3,2015
855,Baylor College of Medicine,101-150,52-65,0,0,23.7,29.2,2015
65,Case Western Reserve University,101-150,52-65,30.3,10.9,15.9,19,2015
61,Emory University,101-150,52-65,0,0,28.4,22,2015
1195,Université libre de Bruxelles (ULB),101-150,3,19.9,26.6,11.3,11.8,2015
27,Georgia Institute of Technology,101-150,52-65,12.6,0,30.3,22.4,2015
1168,Icahn School of Medicine at Mount Sinai,101-150,52-65,0,0,26.8,25,2015
850,Indiana University Bloomington,101-150,52-65,10.3,21.6,18.5,21.9,2015
86,London School of Economics and Political Science,101-150,oct-17,19.9,16.3,15.2,,2015
89,Lund University,101-150,4,21.2,0,22.5,16.3,2015
858,Mayo Medical School,101-150,52-65,0,0,35.4,12.8,2015
179,Monash University,101-150,05-jul,0,0,18.4,22.6,2015
34,National University of Singapore,101-150,1,0,0,19.3,20.3,2015
1169,Norwegian University of Science and Technology - NTNU,101-150,2,13.6,21,10.1,12.9,2015
37,Peking University,101-150,01-abr,0,0,11.2,21.5,2015
211,Radboud University Nijmegen,101-150,05-jul,16.2,0,12.3,19.3,2015
110,Seoul National University,101-150,1,0,0,12.3,17.9,2015
